T	<e>	d<e>
2.260	-1.355	0.095
2.260	-1.455	0.109
2.260	-1.464	0.099
2.260	-1.376	0.099
2.260	-1.371	0.091
2.260	-1.413	0.113
2.260	-1.370	0.112
2.260	-1.407	0.099
2.260	-1.428	0.106
2.260	-1.452	0.088
2.260	-1.363	0.099
2.260	-1.426	0.109
2.260	-1.407	0.108
2.260	-1.380	0.105
2.260	-1.429	0.101
2.260	-1.479	0.090
2.260	-1.368	0.091
2.260	-1.405	0.112
2.260	-1.409	0.104
2.260	-1.460	0.107
2.260	-1.468	0.095
2.260	-1.412	0.112
2.260	-1.424	0.112
2.260	-1.404	0.114
2.260	-1.451	0.094
2.260	-1.355	0.107
2.260	-1.357	0.109
2.260	-1.412	0.114
2.260	-1.457	0.106
2.260	-1.451	0.109
2.260	-1.410	0.113
2.260	-1.443	0.101
2.260	-1.413	0.112
2.260	-1.354	0.118
2.260	-1.436	0.098
2.260	-1.438	0.104
2.260	-1.442	0.102
2.260	-1.460	0.105
2.260	-1.438	0.115
2.260	-1.459	0.088
2.260	-1.295	0.075
2.260	-1.372	0.096
2.260	-1.349	0.104
2.260	-1.388	0.111
2.260	-1.466	0.114
2.260	-1.416	0.112
2.260	-1.321	0.071
2.260	-1.454	0.109
2.260	-1.345	0.089
2.260	-1.343	0.094
2.260	-1.462	0.102
2.260	-1.426	0.125
2.260	-1.468	0.101
2.260	-1.474	0.105
2.260	-1.390	0.100
2.260	-1.370	0.095
2.260	-1.439	0.110
2.260	-1.434	0.121
2.260	-1.377	0.102
2.260	-1.408	0.112
2.260	-1.407	0.099
2.260	-1.426	0.099
2.260	-1.412	0.113
2.260	-1.390	0.097
2.260	-1.438	0.101
2.260	-1.429	0.102
2.260	-1.424	0.094
2.260	-1.450	0.105
2.260	-1.427	0.108
2.260	-1.411	0.111
2.260	-1.398	0.103
2.260	-1.450	0.103
2.260	-1.423	0.113
2.260	-1.468	0.090
2.260	-1.419	0.104
2.260	-1.375	0.097
2.260	-1.429	0.118
2.260	-1.402	0.108
2.260	-1.418	0.113
2.260	-1.432	0.117
2.260	-1.382	0.098
2.260	-1.414	0.096
2.260	-1.454	0.111
2.260	-1.430	0.099
2.260	-1.402	0.100
2.260	-1.383	0.099
2.260	-1.370	0.104
2.260	-1.403	0.100
2.260	-1.420	0.123
2.260	-1.434	0.107
2.260	-1.431	0.104
2.260	-1.425	0.105
2.260	-1.455	0.097
2.260	-1.398	0.112
2.260	-1.383	0.101
2.260	-1.348	0.082
2.260	-1.403	0.093
2.260	-1.478	0.097
2.260	-1.478	0.084
2.260	-1.451	0.114
2.260	-1.383	0.104
2.260	-1.444	0.099
2.260	-1.409	0.113
2.260	-1.362	0.090
2.260	-1.453	0.100
2.260	-1.311	0.093
2.260	-1.427	0.102
2.260	-1.397	0.105
2.260	-1.419	0.088
2.260	-1.456	0.100
2.260	-1.417	0.114
2.260	-1.341	0.095
2.260	-1.421	0.092
2.260	-1.439	0.103
2.260	-1.453	0.104
2.260	-1.450	0.106
2.260	-1.453	0.118
2.260	-1.468	0.105
2.260	-1.393	0.114
2.260	-1.423	0.116
2.260	-1.377	0.089
2.260	-1.458	0.102
2.260	-1.417	0.109
2.260	-1.370	0.103
2.260	-1.408	0.117
2.260	-1.480	0.099
2.260	-1.385	0.100
2.260	-1.396	0.101
2.260	-1.422	0.097
2.260	-1.378	0.110
2.260	-1.369	0.113
2.260	-1.391	0.104
2.260	-1.411	0.113
2.260	-1.415	0.106
2.260	-1.391	0.101
2.260	-1.444	0.107
2.260	-1.441	0.106
2.260	-1.418	0.108
2.260	-1.383	0.100
2.260	-1.452	0.097
2.260	-1.384	0.115
2.260	-1.424	0.093
2.260	-1.376	0.119
2.260	-1.423	0.099
2.260	-1.402	0.107
2.260	-1.450	0.108
2.260	-1.406	0.117
2.260	-1.414	0.109
2.260	-1.383	0.096
2.260	-1.342	0.086
2.260	-1.418	0.120
2.260	-1.437	0.100
2.260	-1.398	0.097
2.260	-1.372	0.099
2.260	-1.352	0.108
2.260	-1.398	0.101
2.260	-1.399	0.109
2.260	-1.396	0.109
2.260	-1.444	0.109
2.260	-1.376	0.101
2.260	-1.430	0.125
2.260	-1.449	0.101
2.260	-1.439	0.110
2.260	-1.428	0.120
2.260	-1.415	0.118
2.260	-1.376	0.100
2.260	-1.359	0.114
2.260	-1.423	0.111
2.260	-1.435	0.120
2.260	-1.436	0.102
2.260	-1.458	0.093
2.260	-1.427	0.104
2.260	-1.439	0.112
2.260	-1.423	0.109
2.260	-1.422	0.098
2.260	-1.420	0.119
2.260	-1.437	0.084
2.260	-1.421	0.091
2.260	-1.421	0.104
2.260	-1.439	0.106
2.260	-1.408	0.111
2.260	-1.459	0.090
2.260	-1.396	0.125
2.260	-1.314	0.082
2.260	-1.455	0.095
2.260	-1.343	0.094
2.260	-1.409	0.106
2.260	-1.321	0.082
2.260	-1.370	0.110
2.260	-1.446	0.113
2.260	-1.415	0.106
2.260	-1.482	0.092
2.260	-1.384	0.103
2.260	-1.402	0.109
2.260	-1.399	0.123
2.260	-1.438	0.111
2.260	-1.400	0.098
2.260	-1.437	0.096
2.260	-1.382	0.110
2.260	-1.344	0.113
2.260	-1.364	0.107
2.260	-1.437	0.114
2.260	-1.407	0.113
2.260	-1.445	0.086
2.260	-1.368	0.106
2.260	-1.416	0.104
2.260	-1.441	0.120
2.260	-1.465	0.097
2.260	-1.396	0.117
2.260	-1.438	0.100
2.260	-1.410	0.115
2.260	-1.355	0.105
2.260	-1.390	0.090
2.260	-1.467	0.107
2.260	-1.378	0.104
2.260	-1.419	0.109
2.260	-1.431	0.107
2.260	-1.379	0.113
2.260	-1.419	0.087
2.260	-1.461	0.087
2.260	-1.471	0.082
2.260	-1.353	0.093
2.260	-1.397	0.108
2.260	-1.429	0.111
2.260	-1.430	0.118
2.260	-1.388	0.101
2.260	-1.370	0.122
2.260	-1.436	0.112
2.260	-1.364	0.092
2.260	-1.410	0.101
2.260	-1.429	0.093
2.260	-1.420	0.110
2.260	-1.334	0.085
2.260	-1.427	0.106
2.260	-1.458	0.097
2.260	-1.332	0.080
2.260	-1.396	0.111
2.260	-1.429	0.103
2.260	-1.397	0.114
2.260	-1.362	0.108
2.260	-1.364	0.092
2.260	-1.453	0.104
2.260	-1.422	0.113
2.260	-1.464	0.088
2.260	-1.442	0.110
2.260	-1.419	0.092
2.260	-1.355	0.090
2.260	-1.434	0.086
2.260	-1.335	0.079
2.260	-1.433	0.099
2.260	-1.366	0.109
2.260	-1.385	0.114
2.260	-1.412	0.110
2.260	-1.384	0.097
2.260	-1.344	0.081
2.260	-1.443	0.094
2.260	-1.457	0.103
2.260	-1.342	0.093
2.260	-1.391	0.114
2.260	-1.386	0.103
2.260	-1.413	0.104
2.260	-1.400	0.121
2.260	-1.363	0.118
2.260	-1.338	0.077
2.260	-1.406	0.105
2.260	-1.325	0.093
2.260	-1.343	0.083
2.260	-1.457	0.095
2.260	-1.412	0.114
2.260	-1.472	0.104
2.260	-1.407	0.100
2.260	-1.469	0.084
2.260	-1.434	0.114
2.260	-1.434	0.104
2.260	-1.459	0.098
2.260	-1.413	0.093
2.260	-1.462	0.094
2.260	-1.443	0.092
2.260	-1.463	0.093
2.260	-1.407	0.105
2.260	-1.377	0.097
2.260	-1.430	0.109
2.260	-1.463	0.112
2.260	-1.369	0.088
2.260	-1.376	0.102
2.260	-1.441	0.109
2.260	-1.456	0.106
2.260	-1.385	0.104
2.260	-1.401	0.106
2.260	-1.431	0.103
2.260	-1.428	0.111
2.260	-1.438	0.104
2.260	-1.431	0.101
2.260	-1.445	0.098
2.260	-1.383	0.088
2.260	-1.439	0.112
2.260	-1.424	0.113
2.260	-1.424	0.086
2.260	-1.432	0.104
2.260	-1.457	0.100
2.260	-1.359	0.108
2.260	-1.336	0.080
2.260	-1.398	0.119
2.260	-1.457	0.099
2.260	-1.426	0.116
2.260	-1.332	0.108
2.260	-1.418	0.098
2.260	-1.374	0.112
2.260	-1.458	0.107
2.260	-1.421	0.108
2.260	-1.440	0.097
2.260	-1.441	0.101
2.260	-1.417	0.095
2.260	-1.425	0.113
2.260	-1.409	0.118
2.260	-1.435	0.100
2.260	-1.326	0.089
2.260	-1.436	0.098
2.260	-1.329	0.080
2.260	-1.426	0.102
2.260	-1.310	0.080
2.260	-1.429	0.107
2.260	-1.371	0.132
2.260	-1.403	0.103
2.260	-1.371	0.109
2.260	-1.389	0.110
2.260	-1.395	0.103
2.260	-1.423	0.113
2.260	-1.447	0.099
2.260	-1.319	0.078
2.260	-1.446	0.113
2.260	-1.415	0.111
2.260	-1.463	0.118
2.260	-1.392	0.103
2.260	-1.404	0.110
2.260	-1.431	0.113
2.260	-1.441	0.109
2.260	-1.428	0.090
2.260	-1.452	0.095
2.260	-1.462	0.110
2.260	-1.337	0.086
2.260	-1.407	0.100
2.260	-1.384	0.125
2.260	-1.432	0.107
2.260	-1.466	0.104
2.260	-1.366	0.124
2.260	-1.368	0.120
2.260	-1.392	0.111
2.260	-1.500	0.096
2.260	-1.422	0.100
2.260	-1.457	0.108
2.260	-1.440	0.104
2.260	-1.436	0.114
2.260	-1.335	0.086
2.260	-1.416	0.120
2.260	-1.400	0.113
2.260	-1.438	0.105
2.260	-1.371	0.105
2.260	-1.441	0.112
2.260	-1.425	0.101
2.260	-1.348	0.086
2.260	-1.351	0.079
2.260	-1.449	0.103
2.260	-1.401	0.112
2.260	-1.416	0.103
2.260	-1.468	0.098
2.260	-1.412	0.099
2.260	-1.395	0.107
2.260	-1.349	0.113
2.260	-1.385	0.098
2.260	-1.434	0.114
2.260	-1.455	0.106
2.260	-1.342	0.108
2.260	-1.425	0.108
2.260	-1.420	0.110
2.260	-1.435	0.101
2.260	-1.436	0.110
2.260	-1.416	0.092
2.260	-1.390	0.119
2.260	-1.321	0.082
2.260	-1.446	0.108
2.260	-1.425	0.110
2.260	-1.418	0.094
2.260	-1.466	0.094
2.260	-1.452	0.111
2.260	-1.333	0.080
2.260	-1.444	0.102
2.260	-1.305	0.080
2.260	-1.438	0.091
2.260	-1.471	0.096
2.260	-1.433	0.109
2.260	-1.465	0.109
2.260	-1.454	0.105
2.260	-1.418	0.096
2.260	-1.428	0.109
2.260	-1.308	0.069
2.260	-1.387	0.115
2.260	-1.394	0.112
2.260	-1.411	0.107
2.260	-1.439	0.119
2.260	-1.312	0.063
2.260	-1.324	0.070
2.260	-1.434	0.108
2.260	-1.439	0.100
2.260	-1.444	0.101
2.260	-1.458	0.113
2.260	-1.441	0.109
2.260	-1.423	0.108
2.260	-1.378	0.112
2.260	-1.436	0.096
2.260	-1.374	0.104
2.260	-1.351	0.119
2.260	-1.430	0.121
2.260	-1.451	0.111
2.260	-1.448	0.112
2.260	-1.383	0.085
2.260	-1.351	0.095
2.260	-1.409	0.119
2.260	-1.447	0.103
2.260	-1.426	0.115
2.260	-1.411	0.104
2.260	-1.425	0.107
2.260	-1.459	0.114
2.260	-1.438	0.110
2.260	-1.388	0.103
2.260	-1.387	0.124
2.260	-1.451	0.101
2.260	-1.404	0.102
2.260	-1.433	0.100
2.260	-1.392	0.112
2.260	-1.425	0.094
2.260	-1.373	0.103
2.260	-1.384	0.102
2.260	-1.433	0.103
2.260	-1.451	0.088
2.260	-1.462	0.098
2.260	-1.345	0.076
2.260	-1.440	0.106
2.260	-1.420	0.125
2.260	-1.455	0.110
2.260	-1.397	0.100
2.260	-1.444	0.105
2.260	-1.436	0.094
2.260	-1.430	0.099
2.260	-1.444	0.095
2.260	-1.375	0.096
2.260	-1.436	0.098
2.260	-1.389	0.109
2.260	-1.384	0.109
2.260	-1.407	0.078
2.260	-1.466	0.098
2.260	-1.431	0.109
2.260	-1.386	0.112
2.260	-1.323	0.088
2.260	-1.318	0.099
2.260	-1.426	0.105
2.260	-1.398	0.121
2.260	-1.360	0.120
2.260	-1.382	0.099
2.260	-1.408	0.107
2.260	-1.400	0.107
2.260	-1.427	0.097
2.260	-1.416	0.106
2.260	-1.378	0.109
2.260	-1.451	0.108
2.260	-1.466	0.101
2.260	-1.437	0.095
2.260	-1.346	0.083
2.260	-1.419	0.107
2.260	-1.363	0.101
2.260	-1.350	0.099
2.260	-1.425	0.135
2.260	-1.381	0.097
2.260	-1.454	0.107
2.260	-1.427	0.116
2.260	-1.441	0.106
2.260	-1.450	0.077
2.260	-1.440	0.100
2.260	-1.428	0.107
2.260	-1.380	0.111
2.260	-1.435	0.104
2.260	-1.302	0.075
2.260	-1.448	0.096
2.260	-1.396	0.108
2.260	-1.356	0.121
2.260	-1.318	0.087
2.260	-1.413	0.118
2.260	-1.370	0.090
2.260	-1.439	0.099
2.260	-1.432	0.099
2.260	-1.366	0.110
2.260	-1.354	0.088
2.260	-1.446	0.110
2.260	-1.367	0.098
2.260	-1.392	0.101
2.260	-1.470	0.093
2.260	-1.390	0.101
2.260	-1.399	0.092
2.260	-1.431	0.113
2.260	-1.304	0.080
2.260	-1.429	0.105
2.260	-1.444	0.094
2.260	-1.427	0.105
2.260	-1.451	0.096
2.260	-1.378	0.088
2.260	-1.412	0.120
2.260	-1.426	0.088
2.260	-1.407	0.110
2.260	-1.470	0.105
2.260	-1.415	0.128
2.260	-1.419	0.100
2.260	-1.411	0.114
2.260	-1.382	0.116
2.260	-1.441	0.111
2.260	-1.454	0.106
2.260	-1.400	0.093
2.260	-1.434	0.100
2.260	-1.430	0.106
2.260	-1.450	0.092
2.260	-1.407	0.104
2.260	-1.447	0.099
2.260	-1.370	0.106
2.260	-1.383	0.113
2.260	-1.411	0.114
2.260	-1.400	0.108
2.260	-1.462	0.101
2.260	-1.465	0.103
2.260	-1.403	0.102
2.260	-1.370	0.092
2.260	-1.370	0.116
2.260	-1.452	0.111
2.260	-1.400	0.094
2.260	-1.434	0.110
2.260	-1.421	0.105
2.260	-1.442	0.107
2.260	-1.402	0.099
2.260	-1.368	0.098
2.260	-1.350	0.102
2.260	-1.425	0.118
2.260	-1.390	0.116
2.260	-1.396	0.112
2.260	-1.353	0.105
2.260	-1.454	0.107
2.260	-1.399	0.102
2.260	-1.403	0.094
2.260	-1.389	0.112
2.260	-1.441	0.099
2.260	-1.451	0.116
2.260	-1.383	0.108
2.260	-1.443	0.097
2.260	-1.430	0.100
2.260	-1.461	0.104
2.260	-1.415	0.128
2.260	-1.349	0.082
2.260	-1.453	0.103
2.260	-1.469	0.104
2.260	-1.452	0.120
2.260	-1.353	0.109
2.260	-1.414	0.115
2.260	-1.474	0.105
2.260	-1.418	0.102
2.260	-1.440	0.103
2.260	-1.439	0.111
2.260	-1.428	0.107
2.260	-1.333	0.098
2.260	-1.357	0.086
2.260	-1.441	0.119
2.260	-1.361	0.099
2.260	-1.431	0.111
2.260	-1.470	0.099
2.260	-1.450	0.105
2.260	-1.445	0.099
2.260	-1.381	0.109
2.260	-1.441	0.101
2.260	-1.419	0.100
2.260	-1.329	0.082
2.260	-1.454	0.105
2.260	-1.466	0.101
2.260	-1.346	0.098
2.260	-1.436	0.095
2.260	-1.343	0.088
2.260	-1.386	0.117
2.260	-1.459	0.106
2.260	-1.355	0.105
2.260	-1.395	0.114
2.260	-1.446	0.092
2.260	-1.446	0.117
2.260	-1.423	0.114
2.260	-1.322	0.083
2.260	-1.432	0.115
2.260	-1.416	0.113
2.260	-1.460	0.099
2.260	-1.411	0.113
2.260	-1.316	0.084
2.260	-1.400	0.097
2.260	-1.464	0.097
2.260	-1.466	0.104
2.260	-1.439	0.106
2.260	-1.331	0.079
2.260	-1.439	0.110
2.260	-1.414	0.094
2.260	-1.402	0.132
2.260	-1.410	0.110
2.260	-1.425	0.099
2.260	-1.440	0.106
2.260	-1.405	0.123
2.260	-1.418	0.117
2.260	-1.392	0.106
2.260	-1.365	0.113
2.260	-1.445	0.107
2.260	-1.450	0.105
2.260	-1.466	0.110
2.260	-1.415	0.095
2.260	-1.454	0.103
2.260	-1.459	0.093
2.260	-1.399	0.083
2.260	-1.378	0.118
2.260	-1.414	0.112
2.260	-1.370	0.104
2.260	-1.431	0.099
2.260	-1.422	0.134
2.260	-1.436	0.092
2.260	-1.370	0.118
2.260	-1.375	0.097
2.260	-1.430	0.111
2.260	-1.430	0.115
2.260	-1.431	0.102
2.260	-1.428	0.107
2.260	-1.333	0.091
2.260	-1.443	0.099
2.260	-1.425	0.102
2.260	-1.371	0.124
2.260	-1.369	0.105
2.260	-1.333	0.088
2.260	-1.455	0.090
2.260	-1.411	0.106
2.260	-1.419	0.097
2.260	-1.467	0.115
2.260	-1.369	0.099
2.260	-1.399	0.120
2.260	-1.391	0.110
2.260	-1.373	0.130
2.260	-1.404	0.116
2.260	-1.430	0.106
2.260	-1.408	0.109
2.260	-1.420	0.105
2.260	-1.423	0.111
2.260	-1.463	0.104
2.260	-1.429	0.108
2.260	-1.433	0.110
2.260	-1.381	0.114
2.260	-1.462	0.109
2.260	-1.394	0.101
2.260	-1.450	0.091
2.260	-1.378	0.103
2.260	-1.336	0.086
2.260	-1.434	0.112
2.260	-1.361	0.089
2.260	-1.337	0.099
2.260	-1.441	0.110
2.260	-1.363	0.096
2.260	-1.347	0.089
2.260	-1.438	0.113
2.260	-1.481	0.100
2.260	-1.345	0.090
2.260	-1.444	0.122
2.260	-1.385	0.103
2.260	-1.461	0.123
2.260	-1.436	0.107
2.260	-1.441	0.089
2.260	-1.408	0.092
2.260	-1.422	0.121
2.260	-1.410	0.098
2.260	-1.378	0.094
2.260	-1.464	0.101
2.260	-1.405	0.106
2.260	-1.388	0.122
2.260	-1.407	0.110
2.260	-1.410	0.114
2.260	-1.464	0.099
2.260	-1.413	0.094
2.260	-1.420	0.111
2.260	-1.452	0.115
2.260	-1.422	0.111
2.260	-1.381	0.101
2.260	-1.325	0.077
2.260	-1.433	0.104
2.260	-1.371	0.095
2.260	-1.443	0.098
2.260	-1.450	0.111
2.260	-1.372	0.098
2.260	-1.446	0.087
2.260	-1.308	0.086
2.260	-1.428	0.105
2.260	-1.450	0.110
2.260	-1.454	0.108
2.260	-1.370	0.101
2.260	-1.381	0.109
2.260	-1.431	0.109
2.260	-1.386	0.101
2.260	-1.311	0.075
2.260	-1.403	0.116
2.260	-1.443	0.093
2.260	-1.419	0.099
2.260	-1.349	0.073
2.260	-1.430	0.104
2.260	-1.414	0.112
2.260	-1.433	0.111
2.260	-1.416	0.110
2.260	-1.399	0.105
2.260	-1.422	0.103
2.260	-1.361	0.099
2.260	-1.423	0.108
2.260	-1.455	0.118
2.260	-1.416	0.105
2.260	-1.405	0.109
2.260	-1.405	0.121
2.260	-1.376	0.101
2.260	-1.406	0.101
2.260	-1.426	0.099
2.260	-1.482	0.105
2.260	-1.452	0.106
2.260	-1.440	0.110
2.260	-1.412	0.105
2.260	-1.425	0.106
2.260	-1.458	0.104
2.260	-1.454	0.117
2.260	-1.447	0.098
2.260	-1.425	0.106
2.260	-1.466	0.096
2.260	-1.385	0.116
2.260	-1.362	0.102
2.260	-1.449	0.091
2.260	-1.365	0.100
2.260	-1.410	0.117
2.260	-1.466	0.097
2.260	-1.383	0.092
2.260	-1.460	0.103
2.260	-1.460	0.103
2.260	-1.465	0.093
2.260	-1.450	0.104
2.260	-1.470	0.101
2.260	-1.425	0.109
2.260	-1.428	0.093
2.260	-1.388	0.102
2.260	-1.310	0.080
2.260	-1.396	0.102
2.260	-1.398	0.106
2.260	-1.443	0.116
2.260	-1.411	0.091
2.260	-1.303	0.075
2.260	-1.390	0.113
2.260	-1.428	0.124
2.260	-1.384	0.098
2.260	-1.447	0.097
2.260	-1.405	0.095
2.260	-1.426	0.105
2.260	-1.400	0.131
2.260	-1.425	0.104
2.260	-1.471	0.094
2.260	-1.441	0.102
2.260	-1.439	0.101
2.260	-1.460	0.089
2.260	-1.354	0.106
2.260	-1.466	0.097
2.260	-1.445	0.118
2.260	-1.459	0.106
2.260	-1.430	0.114
2.260	-1.456	0.094
2.260	-1.388	0.121
2.260	-1.417	0.106
2.260	-1.393	0.103
2.260	-1.420	0.100
2.260	-1.418	0.123
2.260	-1.438	0.085
2.260	-1.386	0.118
2.260	-1.389	0.103
2.260	-1.413	0.102
2.260	-1.422	0.112
2.260	-1.408	0.116
2.260	-1.408	0.121
2.260	-1.414	0.098
2.260	-1.448	0.094
2.260	-1.440	0.091
2.260	-1.462	0.098
2.260	-1.396	0.130
2.260	-1.448	0.098
2.260	-1.438	0.101
2.260	-1.437	0.113
2.260	-1.407	0.101
2.260	-1.438	0.115
2.260	-1.377	0.095
2.260	-1.433	0.110
2.260	-1.432	0.111
2.260	-1.398	0.093
2.260	-1.378	0.109
2.260	-1.397	0.097
2.260	-1.404	0.128
2.260	-1.446	0.110
2.260	-1.350	0.103
2.260	-1.411	0.111
2.260	-1.350	0.090
2.260	-1.424	0.087
2.260	-1.386	0.094
2.260	-1.410	0.115
2.260	-1.417	0.110
2.260	-1.425	0.103
2.260	-1.452	0.099
2.260	-1.426	0.105
2.260	-1.384	0.097
2.260	-1.458	0.102
2.260	-1.456	0.112
2.260	-1.327	0.105
2.260	-1.438	0.094
2.260	-1.320	0.088
2.260	-1.444	0.117
2.260	-1.442	0.110
2.260	-1.361	0.102
2.260	-1.427	0.109
2.260	-1.416	0.101
2.260	-1.444	0.107
2.260	-1.451	0.110
2.260	-1.408	0.093
2.260	-1.425	0.098
2.260	-1.433	0.104
2.260	-1.438	0.096
2.260	-1.391	0.104
2.260	-1.366	0.117
2.260	-1.427	0.088
2.260	-1.400	0.109
2.260	-1.410	0.109
2.260	-1.450	0.123
2.260	-1.396	0.098
2.260	-1.415	0.117
2.260	-1.415	0.113
2.260	-1.467	0.103
2.260	-1.466	0.117
2.260	-1.423	0.090
2.260	-1.439	0.093
2.260	-1.380	0.109
2.260	-1.450	0.097
2.260	-1.409	0.111
2.260	-1.427	0.114
2.260	-1.389	0.112
2.260	-1.468	0.113
2.260	-1.439	0.103
2.260	-1.453	0.107
2.260	-1.454	0.113
2.260	-1.428	0.107
2.260	-1.421	0.118
2.260	-1.417	0.099
2.260	-1.424	0.103
2.260	-1.391	0.105
2.260	-1.473	0.100
2.260	-1.453	0.100
2.260	-1.383	0.101
2.260	-1.428	0.120
2.260	-1.434	0.092
2.260	-1.458	0.110
2.260	-1.448	0.103
2.260	-1.429	0.115
2.260	-1.438	0.100
2.260	-1.457	0.102
2.260	-1.371	0.105
2.260	-1.466	0.102
2.260	-1.472	0.082
2.260	-1.451	0.115
2.260	-1.362	0.099
2.260	-1.420	0.108
2.260	-1.322	0.078
2.260	-1.415	0.104
2.260	-1.335	0.091
2.260	-1.353	0.111
2.260	-1.410	0.113
2.260	-1.450	0.114
2.260	-1.374	0.107
2.260	-1.433	0.108
2.260	-1.420	0.090
2.260	-1.409	0.098
2.260	-1.396	0.094
2.260	-1.325	0.081
2.260	-1.437	0.101
2.260	-1.359	0.087
2.260	-1.449	0.105
2.260	-1.343	0.084
2.260	-1.408	0.107
2.260	-1.344	0.102
2.260	-1.421	0.109
2.260	-1.396	0.116
2.260	-1.410	0.093
2.260	-1.451	0.104
2.260	-1.439	0.098
2.260	-1.362	0.118
2.260	-1.442	0.125
2.260	-1.450	0.095
2.260	-1.301	0.076
2.260	-1.421	0.117
2.260	-1.422	0.111
2.260	-1.427	0.105
2.260	-1.437	0.107
2.260	-1.414	0.117
2.260	-1.420	0.105
2.260	-1.300	0.082
2.260	-1.437	0.109
2.260	-1.467	0.089
2.260	-1.407	0.114
2.260	-1.461	0.090
2.260	-1.379	0.110
2.260	-1.432	0.103
2.260	-1.447	0.096
2.260	-1.360	0.101
2.260	-1.339	0.100
2.260	-1.467	0.113
2.260	-1.396	0.099
2.260	-1.446	0.109
2.260	-1.398	0.087
2.260	-1.450	0.094
2.260	-1.437	0.104
2.260	-1.318	0.079
2.260	-1.420	0.105
2.260	-1.378	0.106
2.260	-1.397	0.096
2.260	-1.397	0.102
2.260	-1.439	0.100
2.260	-1.341	0.095
2.260	-1.322	0.074
2.260	-1.405	0.097
2.260	-1.418	0.117
2.260	-1.410	0.113
2.260	-1.466	0.091
2.260	-1.426	0.097
2.260	-1.383	0.098
2.260	-1.336	0.108
2.260	-1.372	0.099
2.260	-1.435	0.101
2.260	-1.377	0.118
2.260	-1.428	0.116
2.260	-1.411	0.123
2.260	-1.474	0.092
2.260	-1.370	0.105
2.260	-1.450	0.103
2.260	-1.435	0.101
2.260	-1.417	0.096
2.260	-1.365	0.102
2.260	-1.415	0.104
2.260	-1.435	0.125
2.260	-1.416	0.130
2.260	-1.478	0.088
2.260	-1.411	0.104
2.260	-1.440	0.108
2.260	-1.372	0.090
2.260	-1.385	0.099
2.260	-1.453	0.101
2.260	-1.398	0.101
2.260	-1.424	0.092
2.260	-1.420	0.104
2.260	-1.431	0.098
2.260	-1.318	0.073
2.260	-1.408	0.091
2.260	-1.364	0.101
2.260	-1.425	0.107
2.260	-1.379	0.127
2.260	-1.404	0.104
2.260	-1.445	0.113
2.260	-1.371	0.112
2.260	-1.435	0.108
2.260	-1.404	0.097
2.260	-1.386	0.102
2.260	-1.470	0.101
2.260	-1.444	0.115
2.260	-1.423	0.096
2.260	-1.441	0.102
2.260	-1.395	0.125
2.260	-1.421	0.091
2.260	-1.432	0.121
2.260	-1.429	0.101
2.260	-1.418	0.108
2.260	-1.431	0.120
2.260	-1.311	0.076
2.260	-1.324	0.073
2.260	-1.370	0.102
2.260	-1.370	0.100
2.260	-1.450	0.113
2.260	-1.438	0.099
2.260	-1.453	0.107
2.260	-1.431	0.105
2.260	-1.432	0.129
2.260	-1.431	0.120
2.260	-1.461	0.097
2.260	-1.378	0.114
2.260	-1.423	0.104
2.260	-1.420	0.114
2.260	-1.424	0.111
2.260	-1.381	0.101
2.260	-1.418	0.100
2.260	-1.404	0.097
2.260	-1.329	0.072
2.260	-1.399	0.116
2.260	-1.453	0.100
2.260	-1.304	0.080
2.260	-1.469	0.094
2.260	-1.449	0.103
2.260	-1.417	0.106
2.260	-1.374	0.099
2.260	-1.463	0.102
2.260	-1.428	0.101
2.260	-1.404	0.112
2.260	-1.416	0.108
2.260	-1.455	0.106
2.260	-1.446	0.109
2.260	-1.450	0.108
2.260	-1.403	0.099
2.260	-1.363	0.099
2.260	-1.393	0.099
2.260	-1.379	0.107
2.260	-1.397	0.100
2.260	-1.336	0.073
2.260	-1.382	0.125
2.260	-1.364	0.105
2.260	-1.428	0.106
2.260	-1.474	0.101
2.260	-1.449	0.102
2.260	-1.458	0.101
2.260	-1.459	0.097
2.260	-1.415	0.099
2.260	-1.402	0.097
2.260	-1.443	0.106
2.260	-1.433	0.110
2.260	-1.477	0.092
2.260	-1.431	0.104
2.260	-1.391	0.096
2.260	-1.456	0.100
2.260	-1.411	0.116
2.260	-1.471	0.094
2.260	-1.441	0.101
2.260	-1.396	0.102
2.260	-1.396	0.115
2.260	-1.434	0.120
2.260	-1.326	0.078
2.260	-1.433	0.090
2.260	-1.374	0.111
2.260	-1.446	0.115
2.260	-1.412	0.093
2.260	-1.436	0.103
2.260	-1.306	0.079
2.260	-1.453	0.099
2.260	-1.396	0.098
2.260	-1.446	0.109
2.260	-1.410	0.113
2.260	-1.414	0.102
2.260	-1.450	0.107
2.260	-1.358	0.107
2.260	-1.361	0.107
2.260	-1.423	0.108
2.260	-1.421	0.095
2.260	-1.438	0.125
2.260	-1.476	0.090
2.260	-1.445	0.106
2.260	-1.318	0.095
2.260	-1.316	0.073
2.260	-1.475	0.096
2.260	-1.397	0.118
2.260	-1.445	0.101
2.260	-1.440	0.103
2.260	-1.455	0.100
2.260	-1.439	0.104
2.260	-1.395	0.097
2.260	-1.472	0.108
2.260	-1.435	0.120
2.260	-1.416	0.115
2.260	-1.383	0.108
2.260	-1.368	0.101
2.260	-1.438	0.101
2.260	-1.414	0.096
2.260	-1.385	0.112
2.260	-1.427	0.117
